SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
Himachal Pradesh,1931,58.5,149.6,79.9,14.6,84.5,25,263.6,339.6,202.5,47.8,0.2,0.6,1266.3,208.1,179,830.7,48.5
Himachal Pradesh,1932,43,52.8,62.1,17.1,61.4,54.6,409.2,451.3,183.1,6.1,9.5,68.4,1418.9,95.9,140.7,1098.3,84.1
Himachal Pradesh,1933,60.2,93.6,109.4,80.2,54.7,106,259.3,244.2,172.7,49.1,8.2,2.8,1240.4,153.8,244.3,782.2,60.2
Himachal Pradesh,1934,91.8,12.8,40.3,82.3,59.9,70.7,281,241.1,30.4,0.9,1.3,69.5,982.1,104.7,182.5,623.2,71.7
Himachal Pradesh,1935,136.7,73.4,60.3,83.6,18.4,40.3,233.6,216.6,88,28.5,26.5,22.1,1027.9,210.1,162.3,578.5,77.1
Himachal Pradesh,1936,11.5,111.1,118.2,61,42.8,193.6,240.9,173.8,107.9,9.1,0.5,87.5,1158,122.7,221.9,716.2,97.1
Himachal Pradesh,1937,57.3,141,53.7,60.3,35.1,116.4,282.9,325.7,227.3,53.8,9.5,101.9,1465,198.3,149.1,952.3,165.2
Himachal Pradesh,1938,175.5,124.3,48.1,38.9,11.1,125.3,211.8,156.5,16.8,6.7,6.7,5.7,927.5,299.8,98.1,510.4,19.2
Himachal Pradesh,1939,56.4,112.3,97.9,47.1,9.9,103,201,110.5,108.6,30.9,0,0,877.8,168.7,155,523.2,30.9
Himachal Pradesh,1940,64.1,79.9,69.4,60.4,56.4,103.3,321.6,220.7,84.8,1.4,2.3,24.3,1088.6,144,186.2,730.4,28
Himachal Pradesh,1941,44.5,49.4,70.1,21.5,70.6,92.8,182,231.6,83.5,12.5,2.9,34.1,895.5,93.9,162.3,589.9,49.5
Himachal Pradesh,1942,74.8,156.8,28.3,84.6,73.5,66.6,273.8,348.6,153.6,7.8,0,59.8,1328.3,231.6,186.4,842.7,67.6
Himachal Pradesh,1943,171.1,26.1,96.7,74.8,78.1,36.6,237.2,377.7,111.5,0,0.2,13.1,1223.1,197.2,249.6,763,13.3
Himachal Pradesh,1944,108.3,112.5,106.2,51,16.9,51,277.4,226.7,80.2,23.9,7.2,67.4,1128.8,220.8,174.2,635.3,98.5
Himachal Pradesh,1945,196,10.3,105,81,24.5,74.2,424.4,352.5,331,40,2.9,5.2,1646.9,206.3,210.4,1182,48.2
Himachal Pradesh,1946,45.2,85.9,77.9,42,56.6,159.3,462.3,379.1,41.1,79.1,49,61.5,1539,131,176.5,1041.9,189.6
Himachal Pradesh,1947,78,38.2,82.8,4.5,32.2,50.3,260.1,257.3,438.1,14.6,0,57.3,1313.2,116.2,119.4,1005.7,71.9
Himachal Pradesh,1948,33.5,185,382,47.5,13.7,55.5,380,456.6,115.4,16.5,0,73,1758.7,218.5,443.2,1007.5,89.5
Himachal Pradesh,1949,28,140,81.6,45,35.2,48.2,548.7,265.2,99.5,4.7,0,15,1310.9,168,161.7,961.5,19.7
Himachal Pradesh,1950,211,67,155,51.7,65.1,83.6,392.8,319.3,329.8,2.2,0,7,1684.4,278,271.7,1125.6,9.2
Himachal Pradesh,1951,112.3,69.4,87.4,90.4,89.1,38.8,217.3,309.3,124.5,19.3,69.6,11.1,1238.5,181.7,266.8,690,100
Himachal Pradesh,1952,86.4,82.8,191.4,35.2,66.8,146.9,198.1,371.1,26.7,12.9,2.8,42.5,1263.7,169.2,293.4,742.8,58.2
Himachal Pradesh,1953,149.2,51.9,98.3,86.6,36.9,107.6,390.9,330.3,90.2,11.6,9.3,62.8,1425.7,201.1,221.8,919.1,83.7
Himachal Pradesh,1954,196.4,271.8,87.2,13,52.2,47.5,336.6,348.9,293.4,46.2,7.6,16.7,1717.6,468.3,152.4,1026.4,70.5
Himachal Pradesh,1955,165,42,141.4,87.7,114.7,86.2,320.9,337.5,194.4,413.6,0.3,15.5,1919.2,207,343.8,939,429.4
Himachal Pradesh,1956,96.5,44.7,206.5,58,26.8,118.8,293.9,266.1,113.1,222.3,8.3,86.6,1541.6,141.2,291.4,791.9,317.1
Himachal Pradesh,1957,181,37.9,133.8,146.4,151.9,79,321.3,253.9,263.7,84.5,56.3,112.9,1822.7,218.9,432.2,917.9,253.8
Himachal Pradesh,1958,84,22.4,72.8,61.7,65,34.7,452,265.3,265.9,75.2,2.2,171.1,1572.3,106.4,199.4,1017.9,248.6
Himachal Pradesh,1959,136.1,243.1,94.7,43.3,52.8,52,418.6,243.7,219.5,81.7,53.9,1,1640.3,379.2,190.8,933.8,136.5
Himachal Pradesh,1960,82.9,0.7,134.2,66.2,20.8,78.3,355.3,226.8,72.9,7.2,3.8,66.2,1115.1,83.6,221.1,733.3,77.2
Himachal Pradesh,1961,153.8,157.2,68.8,104.2,34.2,88.7,320.3,314.3,153.1,46.2,37.6,37.2,1515.5,311,207.1,876.3,121
Himachal Pradesh,1962,45,102.9,82.9,102.6,55.4,86.5,242.7,255.8,303.7,5.8,66.5,43.8,1393.5,147.9,240.9,888.6,116.1
Himachal Pradesh,1963,14.1,57.2,201.2,49.5,47.2,108.9,325.7,308.1,111.3,2.4,76.8,52.2,1354.5,71.3,297.9,854,131.3
Himachal Pradesh,1964,176.6,58.8,83.6,97.7,86.8,86.2,278.9,246.8,197.1,0.1,1.8,39.6,1354.1,235.5,268.2,809.1,41.4
Himachal Pradesh,1965,52.5,209.1,170.9,126.6,143.9,24.9,278.3,117.3,39.9,25.8,12.8,18.3,1220.4,261.6,441.4,460.4,57
Himachal Pradesh,1966,0.3,145,78.4,77.2,95.7,187.1,250.5,298,153.3,30.8,13.9,40.8,1371,145.3,251.2,888.9,85.6
Himachal Pradesh,1967,30.8,99.1,181.5,31.4,48.1,99.3,386.3,403.3,105.7,36.9,23.8,112.4,1558.5,129.9,260.9,994.5,173.2
Himachal Pradesh,1968,188.5,114.1,80.8,50.9,44.9,99.3,277.2,181.1,16.3,47.2,9.1,58.8,1168.2,302.6,176.6,573.8,115.2
Himachal Pradesh,1969,66,78.6,72.7,130.4,111,31,201.8,306.7,117.2,8.4,2.4,1.5,1127.6,144.6,314.1,656.6,12.3
Himachal Pradesh,1970,116.5,39,37.9,7.3,43.5,163.2,223.4,280.4,164.4,6.6,0.2,0.3,1082.5,155.4,88.6,831.4,7.1
Himachal Pradesh,1971,53.1,76.5,13.7,57.5,71.8,252.7,352.8,301.2,67,13.8,12.2,2.6,1275.1,129.6,143.1,973.7,28.6
Himachal Pradesh,1972,55,77,55,82.1,21.3,43.8,184.2,159.9,57.6,31.1,21.3,54,842.3,132,158.4,445.5,106.4
Himachal Pradesh,1973,116.8,80.6,68.4,15.7,40,99.1,167.8,213.9,86.3,32.1,5.4,29.1,955.2,197.3,124.1,567.1,66.6
Himachal Pradesh,1974,75,44.6,33.7,24.6,41.8,76.4,168.8,204.6,30.5,28.8,2.4,45.1,776.1,119.6,100,480.2,76.3
Himachal Pradesh,1975,137.8,124.7,126.3,25.4,35.1,86.9,214,191.8,95.3,13.8,0.2,2.7,1054.1,262.5,186.8,587.9,16.8
Himachal Pradesh,1976,66.7,105.5,126.6,49.1,30.1,85.5,368.9,238,72.6,20.2,1.7,14.6,1179.3,172.2,205.7,765,36.4
Himachal Pradesh,1977,85.5,4.7,12.9,97.5,87.2,86.1,339.7,236.4,197.1,18.8,9.9,69.2,1245,90.2,197.6,859.3,97.9
Himachal Pradesh,1978,63.7,102.6,157.9,53.5,31.1,156.1,280,300.1,137.7,3.6,75.9,9,1371.2,166.3,242.5,873.9,88.4
Himachal Pradesh,1979,170,115.3,157.4,31.9,85.1,64.8,163.4,119,43.5,7,34,29.6,1021,285.2,274.4,390.7,70.7
Himachal Pradesh,1980,83.2,87.1,71.7,28.5,26.1,106.8,477.1,128.8,52.5,25.3,27.3,40.5,1155,170.4,126.4,765.3,93
Himachal Pradesh,1981,114.5,96.3,162,54.4,67.1,94.7,233.5,163.4,71.6,11.4,70.4,7.9,1147.1,210.8,283.4,563.3,89.6
Himachal Pradesh,1982,187.3,147.7,228.9,146.2,152.5,58.3,160.4,170.2,31.5,42.5,21.8,75.7,1423,335,527.6,420.4,140
Himachal Pradesh,1983,91.7,97.6,162.8,136.7,86.1,59.2,166.7,204.2,121.5,48.2,1,13.9,1189.6,189.3,385.5,551.6,63.2
Himachal Pradesh,1984,24.3,134.5,38.7,68.6,14.7,105,194.4,192.5,121.5,10.6,25.1,38.4,968.3,158.8,122,613.3,74.2
Himachal Pradesh,1985,70.4,23,36.2,65.6,54.3,54.1,301.3,252.7,118,127.6,2.8,88,1193.9,93.4,156.1,726.1,218.3
Himachal Pradesh,1986,7.3,119.3,159.4,105.3,99.1,86.4,240.9,246.9,52.4,43.4,72.7,89.5,1322.6,126.6,363.7,626.6,205.6
Himachal Pradesh,1987,68.1,84.6,77.9,132.1,214.2,81,90.4,147.8,50.3,76.7,0.8,11.6,1035.6,152.7,424.2,369.6,89.1
Himachal Pradesh,1988,41.6,128.3,353.9,27.2,39.3,84,411.3,304.7,360.2,2.2,4.9,123.5,1881.1,169.8,420.4,1160.3,130.6
Himachal Pradesh,1989,111,62.5,89.2,39.4,92.5,59.7,291.1,247.3,64.9,7.3,52.9,59.4,1177.2,173.5,221.2,663,119.6
Himachal Pradesh,1990,36.2,161.2,217.7,52.5,61.8,80.2,302.3,221.8,162.8,15.6,10.1,140.6,1462.7,197.4,332,767,166.3
Himachal Pradesh,1991,24,143.1,120.6,104.5,69.7,67.1,141.6,258.3,128.5,2.2,4.3,40.9,1104.8,167.1,294.8,595.6,47.4
Himachal Pradesh,1992,123.9,75.8,199.4,36.9,83.9,53,277.5,374,127.6,7,19.4,4.7,1383.1,199.7,320.1,832.2,31.1
Himachal Pradesh,1993,109.2,69.7,164.1,20.6,56.7,70.9,386.9,89.1,143.1,0.3,17.7,0,1128.3,178.8,241.5,690,18
Himachal Pradesh,1994,88.7,124.7,29,131.3,65.5,114.2,367,311,92.7,8.5,0.1,77.6,1410.2,213.4,225.8,884.8,86.2
Himachal Pradesh,1995,61.5,140,96.7,85.8,44.2,66.5,332.4,345.1,284.5,5.4,13.9,17.7,1493.9,201.5,226.7,1028.6,37.1
Himachal Pradesh,1996,118.6,117.8,112.5,50.6,68.5,173.7,210.6,348.3,138.5,38.3,0.6,6.4,1384.4,236.4,231.6,871.1,45.3
Himachal Pradesh,1997,50.9,58.5,60.4,97.4,66.1,92.3,198.7,476.1,113.8,44.4,87.4,108.5,1454.5,109.3,223.8,881,240.3
Himachal Pradesh,1998,13.5,133.8,139.4,71.5,41.3,152.3,210.7,239.8,251.5,119.4,5.9,2.4,1381.6,147.3,252.3,854.3,127.7
Himachal Pradesh,1999,109.2,54.3,33.4,7.1,98.3,104.7,304.1,284.6,111.4,6.4,28.9,2.5,1144.9,163.5,138.8,804.8,37.8
Himachal Pradesh,2000,118.2,119,68.1,25.6,79.9,198,265.1,126.7,50.1,0,10.5,6.9,1068.4,237.2,173.7,640,17.5
Himachal Pradesh,2001,30.5,35.7,105.8,66.9,67.3,153.8,239.5,202.3,26.9,5,20.8,37.3,991.8,66.2,240,622.5,63.1
Himachal Pradesh,2002,66.7,136.5,136.9,124,27,56.1,81.8,225.6,123.1,8.2,0.7,3.9,990.4,203.2,287.9,486.6,12.8
Himachal Pradesh,2003,39.5,116.6,113,52.9,35.9,61.4,187.7,228.7,135.5,0.3,22.5,40.4,1034.5,156.1,201.9,613.3,63.2
Himachal Pradesh,2004,86.2,43,5.9,54.7,57.6,76.1,141.3,202.5,47.6,104.7,9.3,49.4,878.5,129.3,118.3,467.5,163.5
Himachal Pradesh,2005,147.8,222.9,143.3,35.2,52.4,52.6,317.2,114.2,156.3,1.8,0.3,4.5,1248.5,370.7,230.9,640.3,6.6
Himachal Pradesh,2006,102.5,38.2,137.3,44.3,68.4,104.8,260.3,274.2,92.8,17.5,26.9,51.2,1218.4,140.7,250,732.1,95.6
Himachal Pradesh,2007,1.3,121,177,9.6,39.3,155.7,155.2,234.3,85.7,18.7,1,35.6,1034.5,122.3,225.9,631,55.4
Himachal Pradesh,2008,129.9,63.2,6.3,44.4,42.9,187.3,194.9,224.7,142.6,33.9,5.3,38.9,1114.2,193.1,93.6,749.4,78
Himachal Pradesh,2009,54.8,45.9,43.4,91.2,53.5,45.5,170.2,162.6,172.1,16.4,93.1,7.8,956.5,100.7,188.2,550.3,117.2
Himachal Pradesh,2010,25.5,96.6,45.1,60.3,81.4,108.5,291.8,274.1,176.7,30.5,10.8,58.1,1259.4,122.1,186.8,851.2,99.4
Himachal Pradesh,2011,43.9,97.4,49.7,62.4,45.1,118.3,177.7,380.2,120.3,6,0.3,6.9,1108.3,141.3,157.3,796.6,13.2
Himachal Pradesh,2012,92.3,51.3,28.4,55.9,9.4,31.1,241.5,280.6,133.1,3.1,3.2,21.8,951.6,143.5,93.7,686.3,28.1
Himachal Pradesh,2013,79.9,182.6,76.6,28.9,32.6,233.6,208.8,240,65.8,21.8,16.6,24.8,1211.9,262.5,138.1,748.2,63.2
Himachal Pradesh,2014,69.6,124.9,125.2,60.6,68.9,51.7,203.6,146.7,84.6,19.3,4.5,49.3,1008.7,194.5,254.6,486.6,73
Himachal Pradesh,2015,67.2,156.6,192.5,84.9,45,85.8,249.9,195.9,75.5,17.7,14.5,25,1210.5,223.9,322.3,607.2,57.2
Himachal Pradesh,2016,18.7,38.4,114.4,47.5,70.2,101.3,194,272.7,56.8,5.3,0,2.2,921.5,57.2,232.1,624.8,7.5
Himachal Pradesh,2017,157.6,46.3,57.4,88,62,123.1,216.1,273.1,103.4,0.3,6.9,48,1182.2,204,207.3,715.7,55.2
